key,path,status,gen_text,gen_text_for_tts,target_text,interferer_text,target_spk,interferer_spk,pass_audio,sample_rate,duration,rms,peak,silence_rate,clip_rate_0p99,audio_error
3575-170457-0012_2830-3980-0031__T1__SCV3FIX__VOICE-3575_CONTENT-2830-2830-3980-0031,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0012_2830-3980-0031__T1__SCV3FIX__VOICE-3575_CONTENT-2830-2830-3980-0031__naturalized.wav,ok,WHY DO THEY NOT INVADE THE CATHOLIC PROVINCES AND PREACH THEIR DOCTRINE TO GODLESS PRINCES BISHOPS AND DOCTORS AS WE HAVE DONE BY THE HELP OF GOD,why do they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as we have done by the help of god.,YOU WILL SAY THAT A WOMAN HAS NO NEED OF SUCH A CAUTION THERE CAN BE NO PERIL IN IT FOR HER,WHY DO THEY NOT INVADE THE CATHOLIC PROVINCES AND PREACH THEIR DOCTRINE TO GODLESS PRINCES BISHOPS AND DOCTORS AS WE HAVE DONE BY THE HELP OF GOD,3575,2830,True,24000,8.384,0.060673631727695465,0.5936279296875,0.05212806138676845,0.0,
3575-170457-0012_2830-3980-0031__T2__SCV3FIX__VOICE-2830_CONTENT-3575-3575-170457-0012,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0012_2830-3980-0031__T2__SCV3FIX__VOICE-2830_CONTENT-3575-3575-170457-0012__naturalized.wav,ok,YOU WILL SAY THAT A WOMAN HAS NO NEED OF SUCH A CAUTION THERE CAN BE NO PERIL IN IT FOR HER,you will say that a woman has no need of such a caution there can be no peril in it for her.,WHY DO THEY NOT INVADE THE CATHOLIC PROVINCES AND PREACH THEIR DOCTRINE TO GODLESS PRINCES BISHOPS AND DOCTORS AS WE HAVE DONE BY THE HELP OF GOD,YOU WILL SAY THAT A WOMAN HAS NO NEED OF SUCH A CAUTION THERE CAN BE NO PERIL IN IT FOR HER,2830,3575,True,24000,6.101333333333334,0.10014349967241287,0.7142333984375,0.0651838395979021,0.0,
3575-170457-0012_6829-68769-0052__T1__SCV3FIX__VOICE-3575_CONTENT-6829-6829-68769-0052,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0012_6829-68769-0052__T1__SCV3FIX__VOICE-3575_CONTENT-6829-6829-68769-0052__naturalized.wav,ok,HE MIGHT HAVE HAD THAT FORGED CHECK FOR THE FACE OF IT IF HE'D BEEN SHARP,he might have had that forged check for the face of it if he'd been sharp.,YOU WILL SAY THAT A WOMAN HAS NO NEED OF SUCH A CAUTION THERE CAN BE NO PERIL IN IT FOR HER,HE MIGHT HAVE HAD THAT FORGED CHECK FOR THE FACE OF IT IF HE'D BEEN SHARP,3575,6829,True,24000,4.245333333333333,0.060877054929733276,0.569976806640625,0.09262130967336683,0.0,
3575-170457-0012_6829-68769-0052__T2__SCV3FIX__VOICE-6829_CONTENT-3575-3575-170457-0012,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0012_6829-68769-0052__T2__SCV3FIX__VOICE-6829_CONTENT-3575-3575-170457-0012__naturalized.wav,ok,YOU WILL SAY THAT A WOMAN HAS NO NEED OF SUCH A CAUTION THERE CAN BE NO PERIL IN IT FOR HER,you will say that a woman has no need of such a caution there can be no peril in it for her.,HE MIGHT HAVE HAD THAT FORGED CHECK FOR THE FACE OF IT IF HE'D BEEN SHARP,YOU WILL SAY THAT A WOMAN HAS NO NEED OF SUCH A CAUTION THERE CAN BE NO PERIL IN IT FOR HER,6829,3575,True,24000,4.426666666666667,0.08383765071630478,0.7657470703125,0.08020519578313252,0.0,
3575-170457-0013_8555-284449-0017__T2__SCV3FIX__VOICE-8555_CONTENT-3575-3575-170457-0013,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0013_8555-284449-0017__T2__SCV3FIX__VOICE-8555_CONTENT-3575-3575-170457-0013__naturalized.wav,ok,THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION,the more she is engaged in her proper duties the less leisure will she have for it even as an accomplishment and a recreation.,WHEN FIRST THEY ENTERED THE THRONE ROOM THEY TRIED TO BE AS HAUGHTY AND SCORNFUL AS EVER BUT THE BLUES WHO WERE ASSEMBLED THERE ALL LAUGHED AT THEM AND JEERED THEM FOR THERE WAS NOT A SINGLE PERSON IN ALL THE BLUE COUNTRY WHO LOVED THE PRINCESSES THE LEAST LITTLE BIT,THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION,8555,3575,True,24000,9.728,0.05366464704275131,0.3775634765625,0.09993489583333333,0.0,
3575-170457-0013_908-31957-0014__T1__SCV3FIX__VOICE-3575_CONTENT-908-908-31957-0014,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0013_908-31957-0014__T1__SCV3FIX__VOICE-3575_CONTENT-908-908-31957-0014__naturalized.wav,ok,A RING OF AMETHYST I COULD NOT WEAR HERE PLAINER TO MY SIGHT THAN THAT FIRST KISS,a ring of amethyst i could not wear here plainer to my sight than that first kiss.,THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION,A RING OF AMETHYST I COULD NOT WEAR HERE PLAINER TO MY SIGHT THAN THAT FIRST KISS,3575,908,True,24000,4.704,0.06004859507083893,0.45489501953125,0.08652210884353742,0.0,
3575-170457-0013_908-31957-0014__T2__SCV3FIX__VOICE-908_CONTENT-3575-3575-170457-0013,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0013_908-31957-0014__T2__SCV3FIX__VOICE-908_CONTENT-3575-3575-170457-0013__naturalized.wav,ok,THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION,the more she is engaged in her proper duties the less leisure will she have for it even as an accomplishment and a recreation.,A RING OF AMETHYST I COULD NOT WEAR HERE PLAINER TO MY SIGHT THAN THAT FIRST KISS,THE MORE SHE IS ENGAGED IN HER PROPER DUTIES THE LESS LEISURE WILL SHE HAVE FOR IT EVEN AS AN ACCOMPLISHMENT AND A RECREATION,908,3575,True,24000,8.256,0.07087588310241699,0.4903564453125,0.06412508074935401,0.0,
3575-170457-0014_4507-16021-0042__T1__SCV3FIX__VOICE-3575_CONTENT-4507-4507-16021-0042,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0014_4507-16021-0042__T1__SCV3FIX__VOICE-3575_CONTENT-4507-4507-16021-0042__naturalized.wav,ok,IT IS BLACK IN MISFORTUNE IT IS BLACKER STILL IN CRIME THESE TWO BLACKNESSES AMALGAMATED COMPOSE SLANG,it is black in misfortune it is blacker still in crime these two blacknesses amalgamated compose slang.,TO THOSE DUTIES YOU HAVE NOT YET BEEN CALLED AND WHEN YOU ARE YOU WILL BE LESS EAGER FOR CELEBRITY,IT IS BLACK IN MISFORTUNE IT IS BLACKER STILL IN CRIME THESE TWO BLACKNESSES AMALGAMATED COMPOSE SLANG,3575,4507,True,24000,6.037333333333334,0.10180766880512238,0.948150634765625,0.04764796819787986,0.0,
3575-170457-0014_4507-16021-0042__T2__SCV3FIX__VOICE-4507_CONTENT-3575-3575-170457-0014,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0014_4507-16021-0042__T2__SCV3FIX__VOICE-4507_CONTENT-3575-3575-170457-0014__naturalized.wav,ok,TO THOSE DUTIES YOU HAVE NOT YET BEEN CALLED AND WHEN YOU ARE YOU WILL BE LESS EAGER FOR CELEBRITY,to those duties you have not yet been called and when you are you will be less eager for celebrity.,IT IS BLACK IN MISFORTUNE IT IS BLACKER STILL IN CRIME THESE TWO BLACKNESSES AMALGAMATED COMPOSE SLANG,TO THOSE DUTIES YOU HAVE NOT YET BEEN CALLED AND WHEN YOU ARE YOU WILL BE LESS EAGER FOR CELEBRITY,4507,3575,True,24000,9.962666666666667,0.06326834857463837,0.425323486328125,0.07797862018201285,0.0,
3575-170457-0017_237-126133-0011__T1__SCV3FIX__VOICE-3575_CONTENT-237-237-126133-0011,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0017_237-126133-0011__T1__SCV3FIX__VOICE-3575_CONTENT-237-237-126133-0011__naturalized.wav,ok,ISN'T HE SPLENDID CRIED JASPER IN INTENSE PRIDE SWELLING UP FATHER KNEW HOW TO DO IT,isn't he splendid cried jasper in intense pride swelling up father knew how to do it.,THOUGH I MAY BE BUT AN UNGRACIOUS ADVISER YOU WILL ALLOW ME THEREFORE TO SUBSCRIBE MYSELF WITH THE BEST WISHES FOR YOUR HAPPINESS HERE AND HEREAFTER YOUR TRUE FRIEND ROBERT SOUTHEY,ISN'T HE SPLENDID CRIED JASPER IN INTENSE PRIDE SWELLING UP FATHER KNEW HOW TO DO IT,3575,237,True,24000,4.874666666666666,0.06915658712387085,0.546173095703125,0.06461125547045952,0.0,
3575-170457-0019_2961-960-0018__T1__SCV3FIX__VOICE-3575_CONTENT-2961-2961-960-0018,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0019_2961-960-0018__T1__SCV3FIX__VOICE-3575_CONTENT-2961-2961-960-0018__naturalized.wav,ok,BUT IN THE REST OF THE WORK THE POWER OF LANGUAGE SEEMS TO FAIL HIM AND THE DRAMATIC FORM IS WHOLLY GIVEN UP,but in the rest of the work the power of language seems to fail him and the dramatic form is wholly given up.,I HAD NOT VENTURED TO HOPE FOR SUCH A REPLY SO CONSIDERATE IN ITS TONE SO NOBLE IN ITS SPIRIT,BUT IN THE REST OF THE WORK THE POWER OF LANGUAGE SEEMS TO FAIL HIM AND THE DRAMATIC FORM IS WHOLLY GIVEN UP,3575,2961,True,24000,6.261333333333333,0.0714990571141243,0.591522216796875,0.05204562393526405,0.0,
3575-170457-0019_2961-960-0018__T2__SCV3FIX__VOICE-2961_CONTENT-3575-3575-170457-0019,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0019_2961-960-0018__T2__SCV3FIX__VOICE-2961_CONTENT-3575-3575-170457-0019__naturalized.wav,ok,I HAD NOT VENTURED TO HOPE FOR SUCH A REPLY SO CONSIDERATE IN ITS TONE SO NOBLE IN ITS SPIRIT,i had not ventured to hope for such a reply so considerate in its tone so noble in its spirit.,BUT IN THE REST OF THE WORK THE POWER OF LANGUAGE SEEMS TO FAIL HIM AND THE DRAMATIC FORM IS WHOLLY GIVEN UP,I HAD NOT VENTURED TO HOPE FOR SUCH A REPLY SO CONSIDERATE IN ITS TONE SO NOBLE IN ITS SPIRIT,2961,3575,True,24000,5.792,0.06808215379714966,0.653045654296875,0.06874424493554328,0.0,
3575-170457-0019_61-70970-0010__T1__SCV3FIX__VOICE-3575_CONTENT-61-61-70970-0010,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0019_61-70970-0010__T1__SCV3FIX__VOICE-3575_CONTENT-61-61-70970-0010__naturalized.wav,ok,DISMISS YOUR SQUIRE ROBIN AND BID ME GOOD E E N,dismiss your squire robin and bid me good e e n.,I HAD NOT VENTURED TO HOPE FOR SUCH A REPLY SO CONSIDERATE IN ITS TONE SO NOBLE IN ITS SPIRIT,DISMISS YOUR SQUIRE ROBIN AND BID ME GOOD E E N,3575,61,True,24000,2.752,0.0653463676571846,0.57269287109375,0.10895106589147287,0.0,
3575-170457-0019_61-70970-0010__T2__SCV3FIX__VOICE-61_CONTENT-3575-3575-170457-0019,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0019_61-70970-0010__T2__SCV3FIX__VOICE-61_CONTENT-3575-3575-170457-0019__naturalized.wav,ok,I HAD NOT VENTURED TO HOPE FOR SUCH A REPLY SO CONSIDERATE IN ITS TONE SO NOBLE IN ITS SPIRIT,i had not ventured to hope for such a reply so considerate in its tone so noble in its spirit.,DISMISS YOUR SQUIRE ROBIN AND BID ME GOOD E E N,I HAD NOT VENTURED TO HOPE FOR SUCH A REPLY SO CONSIDERATE IN ITS TONE SO NOBLE IN ITS SPIRIT,61,3575,True,24000,4.586666666666667,0.053642820566892624,0.573455810546875,0.06840479651162791,0.0,
3575-170457-0020_1320-122617-0024__T1__SCV3FIX__VOICE-3575_CONTENT-1320-1320-122617-0024,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0020_1320-122617-0024__T1__SCV3FIX__VOICE-3575_CONTENT-1320-1320-122617-0024__naturalized.wav,ok,BUT HAWKEYE WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO NOTE THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF THAN TO HIS COMPANION,but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion.,I KNOW THE FIRST LETTER I WROTE TO YOU WAS ALL SENSELESS TRASH FROM BEGINNING TO END BUT I AM NOT ALTOGETHER THE IDLE DREAMING BEING IT WOULD SEEM TO DENOTE,BUT HAWKEYE WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO NOTE THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF THAN TO HIS COMPANION,3575,1320,True,24000,7.925333333333334,0.0632437989115715,0.86517333984375,0.06881414030955585,0.0,
3575-170457-0020_1320-122617-0024__T2__SCV3FIX__VOICE-1320_CONTENT-3575-3575-170457-0020,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0020_1320-122617-0024__T2__SCV3FIX__VOICE-1320_CONTENT-3575-3575-170457-0020__naturalized.wav,ok,I KNOW THE FIRST LETTER I WROTE TO YOU WAS ALL SENSELESS TRASH FROM BEGINNING TO END BUT I AM NOT ALTOGETHER THE IDLE DREAMING BEING IT WOULD SEEM TO DENOTE,i know the first letter i wrote to you was all senseless trash from beginning to end but i am not altogether the idle dreaming being it would seem to denote.,BUT HAWKEYE WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO NOTE THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF THAN TO HIS COMPANION,I KNOW THE FIRST LETTER I WROTE TO YOU WAS ALL SENSELESS TRASH FROM BEGINNING TO END BUT I AM NOT ALTOGETHER THE IDLE DREAMING BEING IT WOULD SEEM TO DENOTE,1320,3575,True,24000,7.968,0.05659632757306099,0.430206298828125,0.06746255856760375,0.0,
3575-170457-0021_4992-41797-0015__T1__SCV3FIX__VOICE-3575_CONTENT-4992-4992-41797-0015,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0021_4992-41797-0015__T1__SCV3FIX__VOICE-3575_CONTENT-4992-4992-41797-0015__naturalized.wav,ok,CYRIL THERE MUST BE SOME BETTER WAY OF DOING I JUST DRAW THE OUTLINE OF AN ANIMAL AND THEN I PUT HAIRS OR FEATHERS ON IT THEY HAVE NO BODIES,cyril there must be some better way of doing i just draw the outline of an animal and then i put hairs or feathers on it they have no bodies.,I THOUGHT IT THEREFORE MY DUTY WHEN I LEFT SCHOOL TO BECOME A GOVERNESS,CYRIL THERE MUST BE SOME BETTER WAY OF DOING I JUST DRAW THE OUTLINE OF AN ANIMAL AND THEN I PUT HAIRS OR FEATHERS ON IT THEY HAVE NO BODIES,3575,4992,True,24000,8.096,0.0777515321969986,0.77081298828125,0.06599452404479578,0.0,
3575-170457-0021_4992-41797-0015__T2__SCV3FIX__VOICE-4992_CONTENT-3575-3575-170457-0021,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0021_4992-41797-0015__T2__SCV3FIX__VOICE-4992_CONTENT-3575-3575-170457-0021__naturalized.wav,ok,I THOUGHT IT THEREFORE MY DUTY WHEN I LEFT SCHOOL TO BECOME A GOVERNESS,i thought it therefore my duty when i left school to become a governess.,CYRIL THERE MUST BE SOME BETTER WAY OF DOING I JUST DRAW THE OUTLINE OF AN ANIMAL AND THEN I PUT HAIRS OR FEATHERS ON IT THEY HAVE NO BODIES,I THOUGHT IT THEREFORE MY DUTY WHEN I LEFT SCHOOL TO BECOME A GOVERNESS,4992,3575,True,24000,4.288,0.06109922379255295,0.466705322265625,0.08836675995024876,0.0,
3575-170457-0022_2094-142345-0045__T1__SCV3FIX__VOICE-3575_CONTENT-2094-2094-142345-0045,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0022_2094-142345-0045__T1__SCV3FIX__VOICE-3575_CONTENT-2094-2094-142345-0045__naturalized.wav,ok,OH SIR DON'T MENTION IT SAID MISSUS POYSER,oh sir don't mention it said missus poyser.,IN THE EVENINGS I CONFESS I DO THINK BUT I NEVER TROUBLE ANY ONE ELSE WITH MY THOUGHTS,OH SIR DON'T MENTION IT SAID MISSUS POYSER,3575,2094,True,24000,2.464,0.06035429984331131,0.44207763671875,0.12173633658008658,0.0,
3575-170457-0023_4507-16021-0002__T1__SCV3FIX__VOICE-3575_CONTENT-4507-4507-16021-0002,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0023_4507-16021-0002__T1__SCV3FIX__VOICE-3575_CONTENT-4507-4507-16021-0002__naturalized.wav,ok,THUS IDLENESS IS THE MOTHER,thus idleness is the mother.,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,THUS IDLENESS IS THE MOTHER,3575,4507,True,24000,1.6,0.05157100036740303,0.463531494140625,0.15611979166666667,0.0,
3575-170457-0023_4507-16021-0002__T2__SCV3FIX__VOICE-4507_CONTENT-3575-3575-170457-0023,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0023_4507-16021-0002__T2__SCV3FIX__VOICE-4507_CONTENT-3575-3575-170457-0023__naturalized.wav,ok,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,i carefully avoid any appearance of preoccupation and eccentricity which might lead those i live amongst to suspect the nature of my pursuits.,THUS IDLENESS IS THE MOTHER,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,4507,3575,True,24000,14.304,0.06007272005081177,0.42034912109375,0.08531704418344518,0.0,
3575-170457-0023_4970-29095-0029__T1__SCV3FIX__VOICE-3575_CONTENT-4970-4970-29095-0029,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0023_4970-29095-0029__T1__SCV3FIX__VOICE-3575_CONTENT-4970-4970-29095-0029__naturalized.wav,ok,IS HE GOING TO START A DAILY NEWSPAPER AMONG THE KICK A POOS,is he going to start a daily newspaper among the kick a poos.,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,IS HE GOING TO START A DAILY NEWSPAPER AMONG THE KICK A POOS,3575,4970,True,24000,3.498666666666667,0.056927766650915146,0.501800537109375,0.11159012957317073,0.0,
3575-170457-0023_4970-29095-0029__T2__SCV3FIX__VOICE-4970_CONTENT-3575-3575-170457-0023,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0023_4970-29095-0029__T2__SCV3FIX__VOICE-4970_CONTENT-3575-3575-170457-0023__naturalized.wav,ok,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,i carefully avoid any appearance of preoccupation and eccentricity which might lead those i live amongst to suspect the nature of my pursuits.,IS HE GOING TO START A DAILY NEWSPAPER AMONG THE KICK A POOS,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,4970,3575,True,24000,8.832,0.043605025857686996,0.4874267578125,0.17368659420289856,0.0,
3575-170457-0023_8230-279154-0008__T1__SCV3FIX__VOICE-3575_CONTENT-8230-8230-279154-0008,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0023_8230-279154-0008__T1__SCV3FIX__VOICE-3575_CONTENT-8230-8230-279154-0008__naturalized.wav,ok,BUT I DO NOT THINK SUCH AN INFERENCE IS WARRANTED,but i do not think such an inference is warranted.,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,BUT I DO NOT THINK SUCH AN INFERENCE IS WARRANTED,3575,8230,True,24000,2.8586666666666667,0.0769018605351448,0.76318359375,0.1521251166044776,0.0,
3575-170457-0023_8230-279154-0008__T2__SCV3FIX__VOICE-8230_CONTENT-3575-3575-170457-0023,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0023_8230-279154-0008__T2__SCV3FIX__VOICE-8230_CONTENT-3575-3575-170457-0023__naturalized.wav,ok,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,i carefully avoid any appearance of preoccupation and eccentricity which might lead those i live amongst to suspect the nature of my pursuits.,BUT I DO NOT THINK SUCH AN INFERENCE IS WARRANTED,I CAREFULLY AVOID ANY APPEARANCE OF PREOCCUPATION AND ECCENTRICITY WHICH MIGHT LEAD THOSE I LIVE AMONGST TO SUSPECT THE NATURE OF MY PURSUITS,8230,3575,True,24000,8.245333333333333,0.07739832997322083,0.606414794921875,0.054333764553686936,0.0,
3575-170457-0024_61-70968-0041__T1__SCV3FIX__VOICE-3575_CONTENT-61-61-70968-0041,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0024_61-70968-0041__T1__SCV3FIX__VOICE-3575_CONTENT-61-61-70968-0041__naturalized.wav,ok,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET AND LIKED WITHIN TWO DAYS IS THERE A SIGN IN THAT,i like you will you are the second will that i have met and liked within two days is there a sign in that.,I DON'T ALWAYS SUCCEED FOR SOMETIMES WHEN I'M TEACHING OR SEWING I WOULD RATHER BE READING OR WRITING BUT I TRY TO DENY MYSELF AND MY FATHER'S APPROBATION AMPLY REWARDED ME FOR THE PRIVATION,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET AND LIKED WITHIN TWO DAYS IS THERE A SIGN IN THAT,3575,61,True,24000,6.08,0.07633419334888458,0.603851318359375,0.06529605263157895,0.0,
3575-170457-0024_61-70968-0041__T2__SCV3FIX__VOICE-61_CONTENT-3575-3575-170457-0024,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0024_61-70968-0041__T2__SCV3FIX__VOICE-61_CONTENT-3575-3575-170457-0024__naturalized.wav,ok,I DON'T ALWAYS SUCCEED FOR SOMETIMES WHEN I'M TEACHING OR SEWING I WOULD RATHER BE READING OR WRITING BUT I TRY TO DENY MYSELF AND MY FATHER'S APPROBATION AMPLY REWARDED ME FOR THE PRIVATION,i don't always succeed for sometimes when i'm teaching or sewing i would rather be reading or writing but i try to deny myself and my father's approbation amply rewarded me for the privation.,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET AND LIKED WITHIN TWO DAYS IS THERE A SIGN IN THAT,I DON'T ALWAYS SUCCEED FOR SOMETIMES WHEN I'M TEACHING OR SEWING I WOULD RATHER BE READING OR WRITING BUT I TRY TO DENY MYSELF AND MY FATHER'S APPROBATION AMPLY REWARDED ME FOR THE PRIVATION,61,3575,True,24000,9.333333333333334,0.053835511207580566,0.630615234375,0.050745535714285715,0.0,
3575-170457-0025_2830-3980-0045__T1__SCV3FIX__VOICE-3575_CONTENT-2830-2830-3980-0045,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0025_2830-3980-0045__T1__SCV3FIX__VOICE-3575_CONTENT-2830-2830-3980-0045__naturalized.wav,ok,MEN SHOULD NOT SPECULATE ABOUT THE NATURE OF GOD,men should not speculate about the nature of god.,AGAIN I THANK YOU THIS INCIDENT I SUPPOSE WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A BRIGHT DREAM,MEN SHOULD NOT SPECULATE ABOUT THE NATURE OF GOD,3575,2830,True,24000,2.8053333333333335,0.06855852901935577,0.54949951171875,0.10275071292775666,0.0,
3575-170457-0025_2830-3980-0045__T2__SCV3FIX__VOICE-2830_CONTENT-3575-3575-170457-0025,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/3575-170457-0025_2830-3980-0045__T2__SCV3FIX__VOICE-2830_CONTENT-3575-3575-170457-0025__naturalized.wav,ok,AGAIN I THANK YOU THIS INCIDENT I SUPPOSE WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A BRIGHT DREAM,again i thank you this incident i suppose will be renewed no more if i live to be an old woman i shall remember it thirty years hence as a bright dream.,MEN SHOULD NOT SPECULATE ABOUT THE NATURE OF GOD,AGAIN I THANK YOU THIS INCIDENT I SUPPOSE WILL BE RENEWED NO MORE IF I LIVE TO BE AN OLD WOMAN I SHALL REMEMBER IT THIRTY YEARS HENCE AS A BRIGHT DREAM,2830,3575,True,24000,10.090666666666667,0.08355123549699783,0.62042236328125,0.026212341437632136,0.0,
